Removed Pin From Net: NetName=5V Pin=C25-2
Removed Pin From Net: NetName=3.8V Pin=C29-2
Removed Pin From Net: NetName=5V Pin=C31-1
Removed Pin From Net: NetName=3.3V Pin=C35-2
Removed Pin From Net: NetName=3.3V Pin=C36-2
Removed Pin From Net: NetName=GND Pin=D9-2
Removed Pin From Net: NetName=GND Pin=D11-2
Removed Pin From Net: NetName=5V Pin=L3-2
Removed Pin From Net: NetName=IO34 Pin=P1-4
Removed Pin From Net: NetName=IO35 Pin=P1-5
Removed Pin From Net: NetName=IO32 Pin=P1-6
Removed Pin From Net: NetName=IO33 Pin=P1-7
Removed Pin From Net: NetName=IO25 Pin=P1-8
Removed Pin From Net: NetName=IO26 Pin=P1-9
Removed Pin From Net: NetName=IO27 Pin=P1-10
Removed Pin From Net: NetName=IO14 Pin=P1-11
Removed Pin From Net: NetName=IO12 Pin=P1-12
Removed Pin From Net: NetName=IO13 Pin=P1-13
Removed Pin From Net: NetName=IO23 Pin=P2-1
Removed Pin From Net: NetName=IO22 Pin=P2-2
Removed Pin From Net: NetName=SD2 Pin=P2-3
Removed Pin From Net: NetName=SD3 Pin=P2-4
Removed Pin From Net: NetName=IO21 Pin=P2-5
Removed Pin From Net: NetName=IO5 Pin=P2-8
Removed Pin From Net: NetName=SD0 Pin=P2-9
Removed Pin From Net: NetName=SD1 Pin=P2-10
Removed Pin From Net: NetName=IO4 Pin=P2-11
Removed Pin From Net: NetName=IO2 Pin=P2-12
Removed Pin From Net: NetName=IO15 Pin=P2-13
Removed Pin From Net: NetName=3.3V Pin=P2-15
Removed Pin From Net: NetName=5V Pin=R21-2
Removed Pin From Net: NetName=NetD9_1 Pin=R25-1
Removed Pin From Net: NetName=3.3V Pin=R25-2
Removed Pin From Net: NetName=3.8V Pin=R30-2
Removed Member From Class: ClassName=ESP_GSM_IOT Member=D11
Removed Member From Class: ClassName=ESP_GSM_IOT Member=R30
Change Component Footprint: Designator=C26 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C28 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C29 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C33 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C35 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=C36 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=R25 Old Footprint=0603 New Footprint=6-0805_N
Change Component Footprint: Designator=D2 Old Footprint=LED 0805_2012 RED New Footprint=LED 0805_2012 BLUE
Change Component Footprint: Designator=D9 Old Footprint=LED 0805_2012 RED New Footprint=LITEON LTV-817
Change Component Comment : Designator=D2 Old Comment= New Comment=Blue
Change Component Comment : Designator=D9 Old Comment=LED-RED New Comment=LTV-817S-TA1
Change Component Comment : Designator=R25 Old Comment=R510 New Comment=1K
Change Component Comment : Designator=R9 Old Comment=R510K New Comment=R510
Change component parameters: Designator = "R25" ("R25"); Footprint = "0603"; UniqueID = "\UIDCHZFB" ("\UIDCHZFB")
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R46(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R47(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R48(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R49(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R50(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R51(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R53(6-0805_N)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R55(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "2R"; VariantName = "[No Variations]"
Added Component: Designator=R56(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "2R"; VariantName = "[No Variations]"
Added Component: Designator=R57(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R58(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100K"; VariantName = "[No Variations]"
Added Component: Designator=R59(RESNET 0804-8 CONCAVE)
Add component (AddParameter): Name = "Circuit Type"; Value = "Isolated"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.bourns.com/docs/Product-Datasheets/CAT10.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://digikey.com/product-detail/en/bourns-inc/CAT10-102J4LF/CAT10-102J4LFCT-ND/3925486"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "02/09/2020 01:23:34"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Bourns Inc."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "8"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Resistors"; Value = "4"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0804, Concave, Long Side Terminals"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "CAT10-102J4LF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "959"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Per Element"; Value = "62.5mW"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance (Ohms)"; Value = "1k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "CAT10"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.039" W (2.00mm x 1.00mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0804"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "CAT10-102J4LFCT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "±250ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±5%"; VariantName = "[No Variations]"
Added Component: Designator=R60(RESNET 0804-8 CONCAVE)
Add component (AddParameter): Name = "Circuit Type"; Value = "Isolated"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink1URL"; Value = "https://www.bourns.com/docs/Product-Datasheets/CAT10.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "DigiKey Link"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "http://digikey.com/product-detail/en/bourns-inc/CAT10-102J4LF/CAT10-102J4LFCT-ND/3925486"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height - Seated (Max)"; Value = "0.022" (0.55mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LastUpdated"; Value = "02/09/2020 01:23:34"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lifecycle Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "Bourns Inc."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Minimum Order"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Type"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "8"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Resistors"; Value = "4"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Operating Temperature"; Value = "-55°C ~ 125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package / Case"; Value = "0804, Concave, Long Side Terminals"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "TapeAndReel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Number"; Value = "CAT10-102J4LF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Part Status"; Value = "Active"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PartId"; Value = "959"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Power Per Element"; Value = "62.5mW"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Price"; Value = "0.01"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Resistance (Ohms)"; Value = "1k"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Series"; Value = "CAT10"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Size / Dimension"; Value = "0.079" L x 0.039" W (2.00mm x 1.00mm)"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier 1"; Value = "DigiKey"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Device Package"; Value = "0804"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Supplier Part Number 1"; Value = "CAT10-102J4LFCT-ND"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "±250ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "±5%"; VariantName = "[No Variations]"
Added Component: Designator=R61(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R62(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10K"; VariantName = "[No Variations]"
Added Component: Designator=R63(0603)
Add component (AddParameter): Name = "LatestRevisionDate"; Value = "17-Jul-2002"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "LatestRevisionNote"; Value = "Re-released for DXP Platform."; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageDescription"; Value = "Axial Device, Thru-Hole; 2 Leads; 0.3 in Pin Spacing"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "PackageReference"; Value = "AXIAL-0.3"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Published"; Value = "8-Jun-2000"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Publisher"; Value = "Altium Limited"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "100K"; VariantName = "[No Variations]"
Added Component: Designator=U6(SOP-16_L10.3-W5.4-P1.27-LS7.8-BL)
Add component (AddParameter): Name = "BOM_JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Manufacturer"; Value = "LITEON"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Manufacturer Part"; Value = "LTV-247"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Supplier Part"; Value = "C115451"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contributor"; Value = "LCSC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "spicePre"; Value = "U"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "spiceSymbolName"; Value = "LTV-247"; VariantName = "[No Variations]"
Added Component: Designator=U7(ESOP-8_L4.9-W3.9-P1.27-LS6.0-BL-EP)
Add component (AddParameter): Name = "BOM_JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Manufacturer"; Value = "INJOINIC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Manufacturer Part"; Value = "IP5306"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Supplier Part"; Value = "C181692"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contributor"; Value = "LCSC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "spicePre"; Value = "U"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "spiceSymbolName"; Value = "IP5306"; VariantName = "[No Variations]"
Added Component: Designator=U8(SOP-16_L10.3-W5.4-P1.27-LS7.8-BL)
Add component (AddParameter): Name = "BOM_JLCPCB Part Class"; Value = "Extended Part"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Manufacturer"; Value = "LITEON"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Manufacturer Part"; Value = "LTV-247"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Supplier"; Value = "LCSC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "BOM_Supplier Part"; Value = "C115451"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contributor"; Value = "LCSC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "spicePre"; Value = "U"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "spiceSymbolName"; Value = "LTV-247"; VariantName = "[No Variations]"
Added Pin To Net: NetName=GND Pin=B1-2
Added Pin To Net: NetName=5V Pin=C29-2
Added Pin To Net: NetName=GND Pin=C32-1
Added Pin To Net: NetName=5V Pin=C32-2
Added Pin To Net: NetName=5V Pin=C35-2
Added Pin To Net: NetName=3.8V Pin=C36-2
Added Pin To Net: NetName=GND Pin=C37-1
Added Pin To Net: NetName=5V Pin=C37-2
Added Pin To Net: NetName=GND Pin=C38-1
Added Pin To Net: NetName=3.3V Pin=C38-2
Added Pin To Net: NetName=GND Pin=C39-1
Added Pin To Net: NetName=3.3V Pin=C39-2
Added Pin To Net: NetName=GND Pin=C40-1
Added Pin To Net: NetName=GND Pin=C42-1
Added Pin To Net: NetName=GND Pin=C43-1
Added Pin To Net: NetName=GND Pin=C44-1
Added Pin To Net: NetName=RESET Pin=C44-2
Added Pin To Net: NetName=GND Pin=D9-3
Added Pin To Net: NetName=IO15 Pin=D9-4
Added Pin To Net: NetName=GND Pin=IC1-1
Added Pin To Net: NetName=VCC Pin=J6-1
Added Pin To Net: NetName=VCC Pin=J6-3
Added Pin To Net: NetName=GND Pin=J6-5
Added Pin To Net: NetName=GND Pin=J6-6
Added Pin To Net: NetName=GND Pin=J6-8
Added Pin To Net: NetName=GND Pin=LED1-2
Added Pin To Net: NetName=IO12 Pin=P1-4
Added Pin To Net: NetName=IO13 Pin=P1-5
Added Pin To Net: NetName=SD2 Pin=P1-6
Added Pin To Net: NetName=SD3 Pin=P1-7
Added Pin To Net: NetName=IO5 Pin=P1-8
Added Pin To Net: NetName=SD0 Pin=P1-9
Added Pin To Net: NetName=SD1 Pin=P1-10
Added Pin To Net: NetName=3.3V Pin=P1-11
Added Pin To Net: NetName=3.3V Pin=P1-12
Added Pin To Net: NetName=GND Pin=P1-13
Added Pin To Net: NetName=5V Pin=P2-12
Added Pin To Net: NetName=5V Pin=P2-13
Added Pin To Net: NetName=GND Pin=P2-15
Added Pin To Net: NetName=GND Pin=P4-1
Added Pin To Net: NetName=VCC Pin=P4-2
Added Pin To Net: NetName=GND Pin=P5-1
Added Pin To Net: NetName=5V Pin=P5-2
Added Pin To Net: NetName=GND Pin=P7-1
Added Pin To Net: NetName=5V Pin=P7-4
Added Pin To Net: NetName=3.3V Pin=Q7-1
Added Pin To Net: NetName=IO22 Pin=Q7-2
Added Pin To Net: NetName=3.3V Pin=Q8-1
Added Pin To Net: NetName=IO21 Pin=Q8-2
Added Pin To Net: NetName=GND Pin=Q9-2
Added Pin To Net: NetName=GND Pin=Q10-2
Added Pin To Net: NetName=GND Pin=Q11-2
Added Pin To Net: NetName=GND Pin=Q12-2
Added Pin To Net: NetName=GND Pin=Q13-2
Added Pin To Net: NetName=GND Pin=Q14-2
Added Pin To Net: NetName=IO4 Pin=R25-1
Added Pin To Net: NetName=IO22 Pin=R38-1
Added Pin To Net: NetName=3.3V Pin=R38-2
Added Pin To Net: NetName=5V Pin=R39-2
Added Pin To Net: NetName=IO21 Pin=R40-1
Added Pin To Net: NetName=3.3V Pin=R40-2
Added Pin To Net: NetName=5V Pin=R41-2
Added Pin To Net: NetName=5V Pin=R42-1
Added Pin To Net: NetName=5V Pin=R42-2
Added Pin To Net: NetName=5V Pin=R42-3
Added Pin To Net: NetName=5V Pin=R42-4
Added Pin To Net: NetName=IO25 Pin=R44-1
Added Pin To Net: NetName=IO26 Pin=R44-2
Added Pin To Net: NetName=IO27 Pin=R44-3
Added Pin To Net: NetName=IO14 Pin=R44-4
Added Pin To Net: NetName=3.3V Pin=R44-5
Added Pin To Net: NetName=3.3V Pin=R44-6
Added Pin To Net: NetName=3.3V Pin=R44-7
Added Pin To Net: NetName=3.3V Pin=R44-8
Added Pin To Net: NetName=GND Pin=R45-2
Added Pin To Net: NetName=GND Pin=R47-2
Added Pin To Net: NetName=GND Pin=R49-2
Added Pin To Net: NetName=GND Pin=R51-2
Added Pin To Net: NetName=IO15 Pin=R53-1
Added Pin To Net: NetName=3.3V Pin=R53-2
Added Pin To Net: NetName=IO23 Pin=R58-1
Added Pin To Net: NetName=IO34 Pin=R59-1
Added Pin To Net: NetName=IO35 Pin=R59-2
Added Pin To Net: NetName=IO32 Pin=R59-3
Added Pin To Net: NetName=IO33 Pin=R59-4
Added Pin To Net: NetName=3.3V Pin=R59-5
Added Pin To Net: NetName=3.3V Pin=R59-6
Added Pin To Net: NetName=3.3V Pin=R59-7
Added Pin To Net: NetName=3.3V Pin=R59-8
Added Pin To Net: NetName=VCC Pin=R60-1
Added Pin To Net: NetName=5V Pin=R60-2
Added Pin To Net: NetName=5V Pin=R60-3
Added Pin To Net: NetName=5V Pin=R60-4
Added Pin To Net: NetName=GND Pin=R62-2
Added Pin To Net: NetName=GND Pin=R63-1
